row_id,positive,sample_n
33155,69,70
33156,70,71
33157,61,62
33158,71,72
33159,68,72
33160,56,65
33161,48,55
33162,48,50
33163,28,30
33164,49,52
33165,69,70
33166,58,59
33167,56,57
33168,73,75
33169,53,54
33170,37,41
33171,36,44
33172,27,31
33173,26,27
33174,37,39
33175,26,29
33176,25,26
33177,28,30
33178,22,23
33179,21,22
33180,22,23
33181,19,21
33182,16,17
33183,20,23
33184,20,22
33185,12,17
33186,21,24
33187,12,17
33188,17,24
33189,19,26
33190,20,31
33191,27,30
33192,31,34
33193,17,21
33194,28,30
33195,9,13
33196,52,61
33197,51,53
33198,47,49
33199,50,56
33200,55,57
33201,41,48
33202,50,52
33203,68,70
33204,24,25
33205,131,142
33206,103,113
33207,140,146
33208,115,116
33209,136,140
33210,134,137
33211,122,126
33212,107,110
33213,77,79
33214,88,90
33215,114,123
33216,99,105
33217,103,106
33218,134,135
33219,117,118
33220,84,86
33221,107,108
33222,122,125
33223,103,104
33224,111,112
33225,81,90
33226,10,12
33227,89,102
33228,87,94
33229,80,81
33230,87,94
33231,89,93
33232,87,91
33233,97,99
33234,77,80
33235,62,63
33236,83,85
33237,109,110
33238,114,115
33239,108,108
33240,110,111
33241,96,98
33242,117,118
33243,103,104
33244,112,114
33245,92,94
33246,103,106
33247,95,102
33248,114,117
33249,125,128
33250,151,153
33251,115,120
33252,148,149
33253,138,150
33254,137,138
33255,141,142
33256,135,136
33257,82,84
33258,96,98
33259,97,97
33260,88,89
33261,107,107
33262,122,126
33263,101,108
33264,120,123
33265,114,115
33266,81,83
33267,84,86
33268,113,114
33269,88,90
33270,85,92
33271,77,86
33272,102,104
33273,102,103
33274,94,96
33275,83,85
33276,34,37
33277,97,99
33278,85,87
33279,147,153
33280,143,157
33281,150,158
33282,125,127
33283,126,131
33284,166,170
33285,168,171
33286,145,154
33287,179,181
33288,165,167
33289,117,128
33290,108,114
33291,129,132
33292,148,149
33293,143,147
33294,130,133
33295,136,139
33296,117,121
33297,154,157
33298,146,147
33299,99,100
33300,98,100
33301,113,115
33302,110,113
33303,122,124
33304,156,158
33305,154,156
33306,128,131
33307,138,139
33308,175,177
33309,92,101
33310,96,101
33311,137,141
33312,170,172
33313,150,152
33314,115,119
33315,114,119
33316,100,104
33317,102,109
33318,115,120
33319,128,134
33320,117,124
33321,119,129
33322,103,109
33323,113,116
33324,112,117
33325,117,122
33326,96,104
33327,128,131
33328,127,128
33329,10,30
33330,1,22
33331,1,20
33332,102,104
33333,85,85
33334,79,81
33335,79,81
33336,113,114
33337,91,93
33338,66,67
33339,66,67
33340,51,52
33341,93,96
33342,138,139
33343,151,156
33344,104,110
33345,154,166
33346,201,205
33347,170,172
33348,159,162
33349,135,138
33350,159,161
33351,156,158
33352,117,120
33353,117,119
33354,114,116
33355,119,120
33356,86,88
33357,88,90
33358,87,90
33359,86,88
33360,88,90
33361,87,89
33362,122,126
33363,128,139
33364,129,132
33365,147,152
33366,104,106
33367,113,117
33368,114,122
33369,86,96
33370,117,120
33371,131,132
33372,25,29
33373,18,23
33374,128,131
33375,153,160
33376,138,152
33377,173,176
33378,168,171
33379,161,169
33380,157,164
33381,117,135
33382,168,178
33383,178,180
33384,64,65
33385,66,67
33386,67,68
33387,35,37
33388,126,137
33389,103,107
33390,110,112
33391,74,75
33392,108,109
33393,136,137
33394,153,155
33395,128,130
33396,115,120
33397,112,113
33398,143,145
33399,125,127
33400,132,133
33401,105,109
33402,127,128
33403,140,145
33404,114,120
33405,140,141
33406,136,139
33407,128,137
33408,110,118
33409,97,99
33410,138,142
33411,117,119
33412,124,125
33413,123,124
33414,123,124
33415,118,119
33416,122,123
33417,23,23
33418,16,17
33419,25,27
33420,36,38
33421,22,23
33422,31,33
33423,30,32
33424,46,48
33425,79,83
33426,91,91
33427,111,111
33428,103,104
33429,124,125
33430,129,130
33431,138,139
33432,110,111
33433,130,131
33434,163,165
33435,52,62
33436,57,61
33437,124,131
33438,123,125
33439,125,126
33440,73,74
33441,74,76
33442,62,63
33443,73,74
33444,93,95
33445,81,115
33446,101,105
33447,104,107
33448,103,105
33449,144,145
33450,96,98
33451,114,119
33452,93,97
33453,128,134
33454,148,152
33455,59,66
33456,63,63
33457,52,53
33458,67,68
33459,57,58
33460,70,71
33461,81,84
33462,40,45
33463,39,41
33464,56,57
33465,134,134
33466,153,153
33467,124,127
33468,98,104
33469,115,116
33470,120,123
33471,114,117
33472,78,83
33473,104,107
33474,122,128
33475,11,13
33476,10,13
33477,29,31
33478,19,20
33479,142,144
33480,115,117
33481,169,169
33482,122,123
33483,179,181
33484,153,155
33485,177,179
33486,148,149
33487,135,136
33488,170,172
33489,58,59
33490,52,56
33491,35,38
33492,53,54
33493,44,46
33494,50,51
33495,49,50
33496,31,34
33497,36,38
33498,32,34
33499,114,122
33500,132,136
33501,148,150
33502,136,137
33503,129,130
33504,146,147
33505,130,133
33506,98,107
33507,99,105
33508,130,132
33509,90,94
33510,87,91
33511,98,100
33512,95,97
33513,101,102
33514,92,94
33515,68,69
33516,72,73
33517,66,67
33518,79,81
33519,10,11
33520,11,12
33521,9,11
33522,9,24
33523,5,20
33524,124,131
33525,117,132
33526,126,134
33527,117,124
33528,112,116
33529,106,107
33530,95,98
33531,106,107
33532,125,128
33533,128,129
33534,12,13
33535,10,16
33536,20,20
33537,22,22
33538,21,22
33539,20,21
33540,38,40
33541,40,42
33542,36,38
33543,20,21
33544,19,20
33545,16,18
33546,8,11
33547,16,16
33548,19,20
33549,21,25
33550,39,42
33551,29,32
33552,31,34
33553,29,35
33554,31,35
33555,45,47
33556,46,49
33557,41,44
33558,46,56
33559,24,26
33560,49,51
33561,41,43
33562,28,30
33563,55,58
33564,37,42
33565,34,46
33566,113,115
33567,109,116
33568,112,115
33569,99,100
33570,103,104
33571,75,79
33572,134,135
33573,116,118
33574,123,126
33575,116,120
33576,21,23
33577,84,91
33578,95,95
33579,92,95
33580,118,121
33581,107,108
33582,107,108
33583,91,93
33584,87,89
33585,82,84
33586,97,99
33587,101,107
33588,100,110
33589,81,82
33590,118,119
33591,104,107
33592,103,106
33593,95,97
33594,73,88
33595,126,132
33596,125,127
33597,116,118
33598,114,117
33599,124,127
33600,97,99
33601,99,102
33602,129,130
33603,126,127
33604,103,107
33605,116,117
33606,130,131
33607,115,120
33608,125,126
33609,118,122
33610,154,156
33611,118,119
33612,146,147
33613,138,143
33614,112,121
33615,140,143
33616,168,170
33617,139,141
33618,130,132
33619,122,122
33620,158,160
33621,187,189
33622,138,142
33623,143,144
33624,115,117
33625,110,119
33626,159,161
33627,148,148
33628,158,161
33629,161,162
33630,148,149
33631,136,137
33632,106,107
33633,110,111
33634,91,94
33635,86,88
33636,113,114
33637,54,56
33638,61,61
33639,51,53
33640,34,36
33641,81,83
33642,69,70
33643,77,79
33644,76,78
33645,79,81
33646,85,87
33647,139,140
33648,115,116
33649,128,132
33650,120,124
33651,122,123
33652,115,116
33653,125,126
33654,87,89
33655,22,29
33656,24,26
33657,11,12
33658,103,103
33659,74,76
33660,79,83
33661,78,80
33662,79,81
33663,78,80
33664,84,87
33665,82,84
33666,94,96
33667,95,97
33668,80,82
33669,127,146
33670,122,127
33671,77,78
33672,102,103
33673,105,107
33674,96,98
33675,101,102
33676,95,97
33677,95,97
33678,102,103
33679,263,269
33680,294,295
33681,81,81
33682,147,148
33683,115,116
33684,168,170
33685,169,171
33686,140,145
33687,143,144
33688,163,165
33689,69,72
33690,132,137
33691,131,136
33692,139,140
33693,139,140
33694,150,152
33695,142,143
33696,105,107
33697,124,125
33698,101,104
33699,118,119
33700,100,101
33701,87,89
33702,69,70
33703,71,73
33704,88,90
33705,87,89
33706,86,86
33707,105,106
33708,143,146
33709,109,110
33710,124,125
33711,105,107
33712,116,117
33713,110,113
33714,126,127
33715,123,127
33716,173,189
33717,145,161
33718,133,147
33719,166,170
33720,171,174
33721,136,143
33722,141,159
33723,111,120
33724,172,184
33725,186,191
33726,93,96
33727,90,92
33728,75,75
33729,109,110
33730,109,111
33731,111,114
33732,86,88
33733,76,78
33734,102,105
33735,95,97
33736,108,110
33737,110,114
33738,111,112
33739,106,107
33740,102,103
33741,131,132
33742,141,142
33743,74,75
33744,118,119
33745,89,91
33746,16,18
33747,6,10
33748,140,140
33749,151,151
33750,132,132
33751,156,158
33752,150,152
33753,152,154
33754,139,140
33755,132,133
33756,141,142
33757,95,97
33758,12,13
33759,13,13
33760,22,23
33761,26,27
33762,40,42
33763,56,57
33764,92,97
33765,116,124
33766,134,138
33767,124,128
33768,142,145
33769,141,142
33770,133,136
33771,103,104
33772,107,108
33773,139,140
33774,124,125
33775,99,100
33776,106,111
33777,83,84
33778,86,90
33779,94,96
33780,66,68
33781,91,93
33782,66,72
33783,79,81
33784,78,80
33785,21,21
33786,26,27
33787,31,31
33788,19,20
33789,23,24
33790,26,27
33791,22,25
33792,26,27
33793,161,165
33794,150,153
33795,157,162
33796,164,166
33797,112,115
33798,156,161
33799,119,125
33800,116,121
33801,136,137
33802,137,138
33803,13,13
33804,15,15
33805,11,11
33806,10,10
33807,8,16
33808,19,21
33809,112,118
33810,107,120
33811,109,110
33812,76,78
33813,99,100
33814,148,149
33815,132,133
33816,126,127
33817,128,129
33818,134,135
33819,69,71
33820,70,75
33821,47,50
33822,66,67
33823,53,56
33824,54,58
33825,55,59
33826,68,69
33827,87,89
33828,83,85
33829,86,100
33830,86,86
33831,77,81
33832,82,86
33833,92,102
33834,64,74
33835,76,85
33836,112,118
33837,55,56
33838,92,94
33839,173,183
33840,171,176
33841,154,160
33842,142,143
33843,158,160
33844,180,185
33845,162,166
33846,110,112
33847,142,143
33848,119,120
33849,95,98
33850,80,83
33851,88,91
33852,103,104
33853,96,98
33854,102,103
33855,96,98
33856,86,88
33857,84,86
33858,146,147
33859,148,149
33860,110,114
33861,138,146
33862,170,172
33863,188,190
33864,108,110
33865,116,116
33866,115,116
33867,134,135
33868,120,121
33869,112,113
33870,104,106
33871,68,75
33872,114,115
33873,115,116
33874,16,17
33875,16,19
33876,11,13
33877,17,20
33878,9,11
33879,7,10
33880,29,40
33881,34,36
33882,30,42
33883,29,35
33884,28,30
33885,28,30
33886,35,37
33887,29,31
33888,46,48
33889,43,45
33890,12,16
33891,11,11
33892,11,11
33893,74,81
33894,107,116
33895,85,89
33896,78,80
33897,99,100
33898,95,97
33899,91,93
33900,67,76
33901,86,88
33902,90,93
33903,23,27
33904,21,22
33905,26,28
33906,107,114
33907,118,137
33908,103,106
33909,133,135
33910,135,139
33911,113,115
33912,132,135
33913,125,135
33914,144,147
33915,178,180
33916,85,96
33917,106,110
33918,116,117
33919,135,140
33920,113,123
33921,133,140
33922,123,126
33923,91,93
33924,120,122
33925,90,92
33926,19,20
33927,19,20
33928,90,98
33929,126,132
33930,108,110
33931,113,116
33932,121,123
33933,91,93
33934,84,86
33935,101,102
33936,79,81
33937,107,109
33938,50,52
33939,86,88
33940,92,95
33941,271,274
33942,93,95
33943,98,104
33944,85,88
33945,83,88
33946,90,92
33947,83,86
33948,88,92
33949,84,86
33950,72,77
33951,103,106
33952,87,89
33953,137,144
33954,161,169
33955,160,167
33956,143,144
33957,147,148
33958,107,108
33959,114,115
33960,90,99
33961,127,128
33962,159,161
33963,202,209
33964,199,202
33965,163,169
33966,178,183
33967,209,214
33968,189,191
33969,153,155
33970,157,160
33971,138,139
33972,166,168
33973,107,108
33974,111,111
33975,98,100
33976,94,96
33977,116,117
33978,124,125
33979,132,133
33980,115,116
33981,110,111
33982,111,112
33983,133,134
33984,82,84
33985,79,81
33986,84,86
33987,103,104
33988,107,110
33989,107,109
33990,95,95
33991,107,108
33992,119,122
33993,106,108
33994,114,116
33995,104,114
33996,73,79
33997,70,71
33998,107,117
33999,116,120
34000,122,128
34001,140,144
34002,89,91
34003,101,102
34004,103,104
34005,95,102
34006,208,210
34007,102,106
34008,64,65
34009,71,71
34010,75,76
34011,82,84
34012,73,74
34013,68,69
34014,69,70
34015,65,71
34016,60,61
34017,87,89
34018,105,106
34019,92,92
34020,150,152
34021,88,90
34022,100,102
34023,92,95
34024,111,112
34025,75,77
34026,95,97
34027,105,106
34028,113,117
34029,100,104
34030,98,99
34031,104,106
34032,93,95
34033,95,99
34034,96,98
34035,89,91
34036,124,125
34037,145,146
34038,94,117
34039,83,103
34040,109,111
34041,112,113
34042,135,136
34043,49,79
34044,73,80
34045,97,101
34046,85,87
34047,90,92
34048,61,62
34049,79,82
34050,56,74
34051,87,91
34052,87,89
34053,82,84
34054,101,102
34055,92,94
34056,51,60
34057,85,87
34058,63,64
34059,129,148
34060,125,131
34061,122,128
34062,132,133
34063,144,145
34064,113,122
34065,114,115
34066,113,119
34067,86,91
34068,110,114
34069,80,83
34070,141,144
34071,103,109
34072,126,127
34073,104,105
34074,136,137
34075,137,139
34076,100,103
34077,114,115
34078,151,153
34079,80,87
34080,113,115
34081,87,87
34082,99,100
34083,106,107
34084,103,104
34085,93,97
34086,91,96
34087,82,84
34088,106,109
34089,123,134
34090,73,78
34091,130,138
34092,136,140
34093,146,149
34094,157,161
34095,165,167
34096,139,142
34097,157,160
34098,156,158
34099,154,159
34100,158,163
34101,165,171
34102,181,183
34103,127,132
34104,145,148
34105,156,159
34106,120,138
34107,122,128
34108,158,160
34109,185,186
34110,105,109
34111,145,145
34112,150,152
34113,165,167
34114,148,150
34115,158,160
34116,152,154
34117,148,150
34118,165,167
34119,118,126
34120,120,121
34121,128,131
34122,146,151
34123,149,151
34124,150,153
34125,140,141
34126,130,133
34127,125,126
34128,154,156
34129,159,172
34130,161,176
34131,142,152
34132,159,161
34133,158,160
34134,161,164
34135,183,185
34136,122,128
34137,125,127
34138,125,127
34139,86,90
34140,102,104
34141,117,124
34142,133,134
34143,148,149
34144,128,131
34145,150,154
34146,90,94
34147,107,109
34148,98,100
34149,87,87
34150,84,85
34151,84,90
34152,86,92
34153,82,84
34154,90,92
34155,79,81
34156,73,78
34157,79,81
34158,68,70
34159,115,116
34160,110,110
34161,86,86
34162,73,74
34163,93,95
34164,78,80
34165,72,73
34166,69,70
34167,76,78
34168,114,115
34169,19,19
34170,12,13
34171,9,15
34172,19,19
34173,15,16
34174,103,105
34175,129,130
34176,100,100
34177,73,74
34178,61,62
34179,46,48
34180,47,49
34181,50,56
34182,46,49
34183,63,64
34184,10,10
34185,21,22
34186,44,47
34187,55,63
34188,59,65
34189,52,53
34190,44,46
34191,55,60
34192,59,63
34193,26,33
34194,43,45
34195,66,67
34196,163,177
34197,214,235
34198,148,156
34199,214,216
34200,190,196
34201,228,234
34202,200,203
34203,159,163
34204,191,193
34205,168,170
34206,128,132
34207,135,139
34208,150,150
34209,108,110
34210,94,97
34211,114,116
34212,123,126
34213,112,117
34214,120,130
34215,118,119
34216,77,78
34217,85,90
34218,71,74
34219,83,85
34220,91,93
34221,87,89
34222,87,89
34223,61,62
34224,85,87
34225,104,105
34226,77,78
34227,64,67
34228,99,108
34229,109,111
34230,138,139
34231,122,123
34232,136,137
34233,98,104
34234,115,116
34235,111,117
34236,74,85
34237,101,110
34238,104,112
34239,119,124
34240,96,102
34241,95,102
34242,114,123
34243,129,132
34244,117,119
34245,109,112
34246,111,113
34247,114,116
34248,104,105
34249,86,90
34250,124,125
34251,137,141
34252,101,104
34253,114,114
34254,120,120
34255,125,126
34256,135,136
34257,132,133
34258,139,140
34259,79,81
34260,135,136
34261,164,166
34262,24,24
34263,17,17
34264,29,29
34265,24,25
34266,97,106
34267,111,117
34268,108,109
34269,142,145
34270,135,136
34271,113,116
34272,95,97
34273,94,96
34274,88,90
34275,124,128
34276,44,48
34277,62,63
34278,51,56
34279,62,63
34280,74,76
34281,64,65
34282,72,73
34283,53,58
34284,65,66
34285,98,103
34286,184,188
34287,175,181
34288,176,178
34289,164,182
34290,159,165
34291,142,143
34292,67,68
34293,93,94
34294,102,103
34295,106,107
34296,80,82
34297,93,96
34298,91,95
34299,113,116
34300,69,77
34301,70,73
34302,65,68
34303,123,124
34304,98,103
34305,107,108
34306,123,125
34307,119,120
34308,119,120
34309,93,95
34310,70,73
34311,73,74
34312,97,99
34313,114,122
34314,106,108
34315,101,101
34316,84,86
34317,86,88
34318,82,84
34319,70,71
34320,61,62
34321,64,65
34322,73,75
34323,148,157
34324,144,152
34325,160,170
34326,185,188
34327,179,182
34328,144,147
34329,143,149
34330,129,133
34331,127,128
34332,160,162
34333,105,116
34334,101,110
34335,100,103
34336,94,97
34337,92,94
34338,141,142
34339,110,111
34340,98,100
34341,121,122
34342,107,108
34343,102,113
34344,82,101
34345,100,107
34346,105,106
34347,118,129
34348,119,120
34349,127,128
34350,113,117
34351,109,110
34352,131,133
34353,106,118
34354,106,128
34355,103,105
34356,130,131
34357,126,128
34358,106,107
34359,107,109
34360,85,93
34361,93,98
34362,124,126
34363,19,20
34364,118,118
34365,74,77
34366,83,85
34367,107,108
34368,59,62
34369,74,75
34370,68,73
34371,56,73
34372,52,56
34373,63,66
34374,128,129
34375,137,139
34376,113,114
34377,82,87
34378,53,54
34379,141,144
34380,102,103
34381,97,102
34382,123,126
34383,119,120
34384,92,92
34385,87,87
34386,108,108
34387,99,100
34388,121,123
34389,91,94
34390,124,125
34391,115,116
34392,97,99
34393,117,118
34394,46,48
34395,122,124
34396,129,145
34397,66,66
34398,147,156
34399,108,113
34400,57,58
34401,30,33
34402,21,27
34403,28,32
34404,40,42
34405,31,33
34406,37,40
34407,42,44
34408,18,24
34409,31,34
34410,33,36
34411,95,97
34412,77,79
34413,90,94
34414,87,93
34415,128,131
34416,139,140
34417,236,244
34418,206,211
34419,221,223
34420,261,264
34421,25,25
34422,21,25
34423,22,24
34424,23,26
34425,21,23
34426,22,26
34427,18,22
34428,21,23
34429,20,23
34430,23,25
34431,78,78
34432,85,85
34433,95,95
34434,60,61
34435,84,86
34436,70,71
34437,52,53
34438,73,79
34439,62,63
34440,58,59
34441,83,83
34442,98,99
34443,84,84
34444,80,82
34445,71,75
34446,72,73
34447,63,64
34448,64,68
34449,84,86
34450,76,78
34451,97,99
34452,99,99
34453,96,96
34454,91,93
34455,95,97
34456,94,96
34457,92,94
34458,74,78
34459,77,79
34460,92,94
34461,9,12
34462,123,126
34463,96,105
34464,117,117
34465,119,120
34466,114,115
34467,116,118
34468,135,136
34469,102,107
34470,111,114
34471,101,102
34472,148,150
34473,155,160
34474,141,144
34475,154,157
34476,118,119
34477,130,132
34478,116,120
34479,96,111
34480,99,100
34481,105,106
34482,113,114
34483,105,111
34484,95,99
34485,101,102
34486,112,116
34487,106,108
34488,113,114
34489,79,83
34490,85,89
34491,87,89
34492,86,90
34493,96,98
34494,102,103
34495,263,266
34496,102,103
34497,91,94
34498,77,79
34499,63,64
34500,51,52
34501,66,71
34502,100,108
34503,94,96
34504,117,123
34505,156,161
34506,133,134
34507,155,158
34508,121,124
34509,89,99
34510,100,102
34511,91,93
34512,19,20
34513,19,20
34514,37,50
34515,33,56
34516,43,73
34517,38,63
34518,136,137
34519,148,151
34520,202,204
34521,187,190
34522,168,171
34523,171,173
34524,137,138
34525,131,139
34526,156,158
34527,152,154
34528,110,111
34529,72,75
34530,126,130
34531,124,128
34532,95,98
34533,115,117
34534,97,99
34535,67,74
34536,104,108
34537,92,96
34538,118,120
34539,122,129
34540,102,104
34541,182,184
34542,143,144
34543,149,151
34544,149,151
34545,149,152
34546,114,115
34547,135,136
34548,90,92
34549,101,101
34550,93,95
34551,91,93
34552,91,93
34553,86,88
34554,87,89
34555,69,71
34556,62,63
34557,90,92
34558,65,73
34559,81,84
34560,82,82
34561,79,81
34562,70,71
34563,80,82
34564,59,60
34565,75,78
34566,65,66
34567,75,77
34568,84,86
34569,104,105
34570,95,99
34571,75,95
34572,79,97
34573,70,72
34574,55,64
34575,49,64
34576,69,70
34577,91,99
34578,74,79
34579,75,80
34580,75,77
34581,64,66
34582,92,96
34583,85,87
34584,47,51
34585,71,72
34586,73,74
34587,98,100
34588,105,116
34589,121,122
34590,117,118
34591,117,129
34592,110,137
34593,75,82
34594,78,82
34595,65,68
34596,84,94
34597,15,15
34598,17,21
34599,9,12
34600,16,17
34601,25,26
34602,25,26
34603,21,24
34604,25,26
34605,25,26
34606,113,117
34607,104,107
34608,96,101
34609,123,127
34610,110,115
34611,117,119
34612,96,98
34613,50,61
34614,104,110
34615,100,105
34616,100,105
34617,133,138
34618,129,132
34619,146,149
34620,115,116
34621,120,121
34622,124,125
34623,113,116
34624,124,125
34625,144,147
34626,35,36
34627,44,46
34628,30,36
34629,46,48
34630,53,57
34631,24,25
34632,33,35
34633,20,21
34634,122,126
34635,133,140
34636,137,141
34637,160,162
34638,157,159
34639,103,105
34640,90,92
34641,107,114
34642,123,124
34643,141,142
34644,124,135
34645,115,119
34646,105,108
34647,128,129
34648,126,127
34649,108,110
34650,121,122
34651,132,133
34652,122,123
34653,127,128
34654,92,99
34655,99,101
34656,94,95
34657,107,112
34658,93,95
34659,96,98
34660,109,110
34661,86,99
34662,96,98
34663,110,111
34664,113,114
34665,123,123
34666,125,130
34667,117,120
34668,138,141
34669,117,119
34670,122,126
34671,101,106
34672,115,118
34673,104,105
34674,109,109
34675,107,108
34676,98,99
34677,115,116
34678,95,97
34679,97,99
34680,94,99
34681,68,69
34682,81,83
34683,75,77
34684,116,121
34685,119,119
34686,120,120
34687,119,120
34688,117,121
34689,119,120
34690,112,115
34691,146,149
34692,108,109
34693,120,121
34694,37,44
34695,105,113
34696,114,116
34697,119,119
34698,112,117
34699,110,113
34700,97,102
34701,111,112
34702,64,67
34703,100,101
34704,90,93
34705,132,137
34706,107,116
34707,101,111
34708,126,129
34709,119,121
34710,116,117
34711,112,115
34712,104,107
34713,79,81
34714,76,78
34715,50,54
34716,41,45
34717,46,53
34718,35,37
34719,29,31
34720,51,52
34721,34,36
34722,48,51
34723,65,90
34724,95,101
34725,144,156
34726,131,142
34727,142,154
34728,117,118
34729,130,133
34730,156,160
34731,123,124
34732,141,144
34733,134,137
34734,174,176
34735,134,139
34736,145,148
34737,137,138
34738,152,154
34739,133,134
34740,128,129
34741,144,152
34742,106,121
34743,100,101
34744,128,129
34745,119,119
34746,130,135
34747,118,120
34748,134,135
34749,130,131
34750,105,122
34751,103,116
34752,84,103
34753,93,105
34754,127,139
34755,146,148
34756,136,144
34757,110,117
34758,148,150
34759,148,150
34760,136,139
34761,143,144
34762,129,130
34763,136,140
34764,169,171
34765,104,112
34766,109,110
34767,88,90
34768,127,129
34769,91,93
34770,120,121
34771,99,100
34772,95,97
34773,102,104
34774,95,97
34775,95,99
34776,101,102
34777,112,112
34778,99,105
34779,87,90
34780,103,106
34781,106,107
34782,88,94
34783,87,89
34784,94,97
34785,140,140
34786,134,134
34787,117,118
34788,116,119
34789,89,91
34790,109,110
34791,111,112
34792,109,119
34793,90,92
34794,82,84
34795,116,118
34796,108,108
34797,103,103
34798,113,114
34799,106,108
34800,114,115
34801,91,93
34802,65,82
34803,103,105
34804,88,90
34805,100,104
34806,88,92
34807,99,99
34808,90,92
34809,94,96
34810,73,74
34811,104,105
34812,43,45
34813,82,84
34814,101,102
34815,112,115
34816,91,91
34817,113,114
34818,115,116
34819,127,128
34820,108,111
34821,121,122
34822,94,99
34823,121,122
34824,108,109
34825,106,117
34826,89,96
34827,88,96
34828,84,86
34829,82,84
34830,63,71
34831,68,89
34832,62,73
34833,76,87
34834,82,84
34835,132,142
34836,148,153
34837,120,121
34838,146,147
34839,142,143
34840,158,160
34841,176,178
34842,154,161
34843,154,156
34844,146,151
34845,103,103
34846,101,103
34847,109,110
34848,131,132
34849,111,112
34850,106,107
34851,121,122
34852,89,97
34853,94,96
34854,101,106
34855,120,126
34856,123,127
34857,133,136
34858,146,150
34859,180,182
34860,169,171
34861,124,125
34862,120,121
34863,117,118
34864,90,92
34865,148,150
34866,176,179
34867,163,164
34868,177,179
34869,209,211
34870,208,210
34871,195,197
34872,104,106
34873,174,176
34874,206,208
34875,126,129
34876,121,125
34877,134,134
34878,101,102
34879,125,126
34880,126,128
34881,124,126
34882,100,121
34883,112,121
34884,126,127
34885,116,120
34886,140,144
34887,118,120
34888,108,109
34889,118,119
34890,108,109
34891,103,104
34892,90,92
34893,119,120
34894,174,176
34895,119,120
34896,142,142
34897,132,132
34898,117,118
34899,112,113
34900,123,124
34901,115,116
34902,121,122
34903,92,94
34904,111,112
34905,116,124
34906,156,159
34907,139,150
34908,141,157
34909,163,166
34910,175,177
34911,83,85
34912,95,98
34913,92,94
34914,151,153
34915,24,25
34916,121,123
34917,78,81
34918,109,116
34919,83,87
34920,123,127
34921,67,69
34922,193,195
34923,69,70
34924,218,220
34925,107,108
34926,158,160
34927,109,110
34928,176,178
34929,113,114
34930,149,151
34931,97,101
34932,150,152
34933,102,103
34934,196,198
34935,109,110
34936,89,93
34937,108,110
34938,130,131
34939,119,121
34940,124,126
34941,137,138
34942,114,116
34943,90,92
34944,107,109
34945,124,125
34946,73,77
34947,60,65
34948,72,73
34949,66,69
34950,54,56
34951,65,66
34952,60,61
34953,54,56
34954,46,48
34955,57,58
34956,181,876
34957,187,486
34958,177,496
34959,221,644
34960,97,105
34961,108,109
34962,101,102
34963,99,102
34964,105,110
34965,102,104
34966,93,96
34967,90,92
34968,90,92
34969,78,80
34970,108,147
34971,144,152
34972,186,194
34973,116,121
34974,141,142
34975,123,124
34976,153,157
34977,124,128
34978,124,125
34979,100,102
34980,7,10
34981,22,23
34982,20,20
34983,14,15
34984,10,10
34985,36,40
34986,30,31
34987,33,37
34988,32,34
34989,22,25
34990,26,27
34991,38,40
34992,51,54
34993,9,12
34994,14,14
34995,88,90
34996,30,35
34997,9,29
34998,23,24
34999,9,11
35000,68,71
35001,82,91
35002,84,89
35003,54,55
35004,97,101
35005,119,120
35006,78,80
35007,27,28
35008,17,22
35009,11,11
35010,16,16
35011,19,20
35012,110,111
35013,116,119
35014,135,136
35015,129,130
35016,142,143
35017,149,151
35018,149,151
35019,126,132
35020,123,129
35021,136,137
35022,145,146
35023,176,178
35024,168,171
35025,146,147
35026,121,122
35027,91,94
35028,117,118
35029,108,109
35030,108,109
35031,93,95
35032,112,121
35033,113,119
35034,124,131
35035,92,94
35036,141,142
35037,114,117
35038,118,121
35039,124,140
35040,142,146
35041,136,137
35042,33,38
35043,98,98
35044,100,102
35045,78,79
35046,81,83
35047,113,114
35048,72,73
35049,76,78
35050,55,57
35051,85,87
35052,86,89
35053,118,130
35054,109,117
35055,140,151
35056,152,157
35057,160,165
35058,156,158
35059,158,161
35060,115,120
35061,123,124
35062,122,123
35063,61,61
35064,56,59
35065,57,59
35066,48,50
35067,47,49
35068,60,69
35069,74,75
35070,64,67
35071,58,59
35072,67,68
35073,155,156
35074,166,170
35075,132,132
35076,124,125
35077,127,128
35078,124,125
35079,124,125
35080,122,123
35081,118,119
35082,113,117
35083,102,104
35084,114,117
35085,81,83
35086,110,112
35087,95,97
35088,89,93
35089,107,108
35090,102,103
35091,96,98
35092,103,104
35093,164,174
35094,176,184
35095,164,172
35096,171,174
35097,180,184
35098,118,122
35099,135,138
35100,120,121
35101,132,133
35102,157,159
35103,102,103
35104,106,106
35105,113,113
35106,100,101
35107,91,93
35108,95,97
35109,80,82
35110,80,82
35111,87,89
35112,69,70
35113,30,31
35114,18,19
35115,18,29
35116,31,33
35117,23,24
35118,26,31
35119,27,29
35120,18,20
35121,23,24
35122,98,109
35123,97,107
35124,61,68
35125,90,103
35126,99,101
35127,115,117
35128,87,89
35129,83,85
35130,80,82
35131,101,102
35132,32,32
35133,27,28
35134,41,41
35135,34,36
35136,26,27
35137,35,37
35138,24,25
35139,33,35
35140,120,121
35141,128,129
35142,117,117
35143,145,146
35144,130,131
35145,110,111
35146,116,117
35147,123,124
35148,108,109
35149,120,122
35150,55,55
35151,60,61
35152,51,51
